l.00,l.01,l.02,l.03,l.04,l.05,l.06,l.07,l.08,l.09,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l.64,l.65,l.66,l.67,l.68,l.69,l.70,l.71,l.72,l.73,l.74,l.75,l.76,l.77,l.78,l.79,l.80,l.81,l.82,l.83,l.84,l.85,l.86,l.87,l.88,l.89,l.90,l.91,l.92,l.93,l.94,l.95,l.96,l.97,l.98,l.99
0.035729633,0.032968815,0.02992726,0.027361544,0.025345688,0.023661703,0.022238537,0.021009787,0.019936765,0.018982258,0.018124352,0.017350647,0.01664839,0.016006166,0.015413624,0.014861449,0.014360685,0.013892091,0.01344416,0.013042281,0.01265238,0.012293945,0.011949513,0.011630787,0.011320816,0.011038261,0.010755707,0.010503544,0.010253823,0.010015487,0.009795457,0.009575428,0.009371274,0.009177998,0.008984722,0.008804203,0.00863494,0.008465676,0.008300076,0.008152283,0.00800449,0.007856697,0.007718127,0.007589457,0.007460787,0.007332118,0.007210818,0.007099116,0.006987415,0.006875713,0.006764011,0.006667184,0.00657048,0.006473777,0.006377073,0.006281903,0.006198407,0.006114912,0.006031417,0.005947922,0.005864427,0.005789797,0.005717892,0.005645986,0.005574081,0.005502175,0.00543027,0.005367405,0.005305633,0.005243862,0.00518209,0.005120319,0.005058547,0.005001868,0.004951496,0.004901124,0.004850753,0.004800381,0.004750009,0.004699638,0.004651064,0.004605514,0.004559965,0.004514416,0.004468866,0.004423317,0.004377767,0.004332218,0.004290743,0.004251881,0.004213019,0.004174157,0.004135296,0.004096434,0.004057572,0.00401871,0.00398036,0.003947272,0.003914184,0.003881096
-0.00854885,0.00154241,0.005716243,0.007572227,0.008446902,0.008822478,0.008939276,0.008909903,0.00879513,0.00863304,0.008445453,0.008244666,0.008038472,0.00783209,0.007628388,0.007428488,0.007236151,0.007050254,0.006868556,0.006698238,0.006531375,0.006373587,0.006220345,0.006075446,0.005933664,0.005801643,0.005669623,0.005549253,0.005429819,0.005315018,0.005207666,0.005100315,0.004999747,0.004903826,0.004807906,0.004717659,0.004632419,0.004547178,0.004463622,0.004388253,0.004312884,0.004237516,0.004166506,0.004100177,0.004033847,0.003967517,0.003904753,0.00384663,0.003788508,0.003730386,0.003672264,0.003621478,0.003570753,0.003520028,0.003469303,0.003419346,0.003375243,0.00333114,0.003287036,0.003242933,0.003198829,0.003159232,0.00312102,0.003082807,0.003044595,0.003006382,0.00296817,0.002934607,0.002901607,0.002868606,0.002835606,0.002802605,0.002769605,0.002739662,0.002713507,0.002687353,0.002661199,0.002635044,0.00260889,0.002582735,0.002557134,0.002532463,0.002507792,0.002483121,0.00245845,0.002433779,0.002409108,0.002384437,0.002361935,0.002340823,0.002319711,0.002298599,0.002277487,0.002256375,0.002235263,0.002214151,0.002193314,0.002175291,0.002157269,0.002139246
0.006159959,-0.014991696,-0.018483143,-0.019072332,-0.018837511,-0.018297763,-0.017661349,-0.017002959,-0.016357486,-0.015738172,-0.015150675,-0.014598084,-0.014080075,-0.013594457,-0.013137755,-0.01270573,-0.012307069,-0.011930462,-0.011568061,-0.011238673,-0.010918193,-0.010621111,-0.010334758,-0.010068103,-0.009808324,-0.009570075,-0.009331827,-0.009117931,-0.008905991,-0.008703325,-0.008515573,-0.00832782,-0.008153174,-0.007987509,-0.007821844,-0.007666828,-0.007521207,-0.007375586,-0.00723305,-0.007105512,-0.006977973,-0.006850435,-0.006730721,-0.006619406,-0.006508091,-0.006396776,-0.006291751,-0.006194915,-0.00609808,-0.006001245,-0.005904409,-0.005820329,-0.005736354,-0.005652379,-0.005568405,-0.005485749,-0.005413144,-0.005340538,-0.005267933,-0.005195328,-0.005122722,-0.005057772,-0.004995174,-0.004932577,-0.004869979,-0.004807381,-0.004744783,-0.004690011,-0.004636186,-0.004582361,-0.004528536,-0.004474711,-0.004420885,-0.00437134,-0.004327097,-0.004282854,-0.004238611,-0.004194368,-0.004150124,-0.004105881,-0.004063327,-0.004023615,-0.003983903,-0.00394419,-0.003904478,-0.003864766,-0.003825053,-0.003785341,-0.003749171,-0.003715273,-0.003681375,-0.003647476,-0.003613578,-0.00357968,-0.003545782,-0.003511884,-0.003478431,-0.003449557,-0.003420684,-0.00339181
-0.000308031,0.024239845,0.025372423,0.024242032,0.02280323,0.021425387,0.020181522,0.019070965,0.018083421,0.017197259,0.016396588,0.015672134,0.01501417,0.014412763,0.013858492,0.013342668,0.012875968,0.01244004,0.012023877,0.011651725,0.011290995,0.010960267,0.010642846,0.010349851,0.010065141,0.009806375,0.009547609,0.009317468,0.009089626,0.008872453,0.008672438,0.008472422,0.008287207,0.008112135,0.007937063,0.007773824,0.007621025,0.007468226,0.007318807,0.007185823,0.007052839,0.006919854,0.00679534,0.006679918,0.006564496,0.006449074,0.006340389,0.006240477,0.006140564,0.006040652,0.00594074,0.005854364,0.0057681,0.005681837,0.005595573,0.005510698,0.005436404,0.00536211,0.005287816,0.005213522,0.005139228,0.005072936,0.005009104,0.004945272,0.00488144,0.004817607,0.004753775,0.004698074,0.004643356,0.004588638,0.004533921,0.004479203,0.004424485,0.004373587,0.004327423,0.004281258,0.004235093,0.004188928,0.004142763,0.004096599,0.004052739,0.004012757,0.003972775,0.003932794,0.003892812,0.00385283,0.003812849,0.003772867,0.003736489,0.003702422,0.003668355,0.003634288,0.003600221,0.003566154,0.003532087,0.00349802,0.003464406,0.003435435,0.003406463,0.003377492
0.002218826,0.000154954,0.00151481,0.002283051,0.002727347,0.002977067,0.003116433,0.003186818,0.003211981,0.00320798,0.003185802,0.003151655,0.003109036,0.003061037,0.003009767,0.002956534,0.002902013,0.002847482,0.002792976,0.002739515,0.002686582,0.002635034,0.002584377,0.002535356,0.002487051,0.002440984,0.002394917,0.002351835,0.002308992,0.00226744,0.002227962,0.002188484,0.002151024,0.002114947,0.002078869,0.002044574,0.002011851,0.001979128,0.001946958,0.00191748,0.001888002,0.001858524,0.001830536,0.001804148,0.001777759,0.001751371,0.001726243,0.001702757,0.00167927,0.001655784,0.001632298,0.001611484,0.001590692,0.0015699,0.001549108,0.001528603,0.001510287,0.001491972,0.001473656,0.00145534,0.001437024,0.001420433,0.001404373,0.001388312,0.001372251,0.001356191,0.00134013,0.001325887,0.001311863,0.00129784,0.001283816,0.001269793,0.001255769,0.001243039,0.00123191,0.001220781,0.001209652,0.001198523,0.001187394,0.001176265,0.0011653,0.001154614,0.001143927,0.00113324,0.001122553,0.001111866,0.001101179,0.001090492,0.001080696,0.001071471,0.001062246,0.001053022,0.001043797,0.001034572,0.001025347,0.001016122,0.001007012,0.000999074,0.000991137,0.000983199
0.002837304,-0.003831793,-0.005502326,-0.006083747,-0.006296215,-0.006331709,-0.006284113,-0.006190935,-0.006072163,-0.00593997,-0.005801698,-0.005661846,-0.005522921,-0.005386531,-0.005253434,-0.005123716,-0.004999536,-0.004879636,-0.004762518,-0.00465262,-0.004544864,-0.004442738,-0.004343403,-0.004249193,-0.004156894,-0.00407058,-0.003984267,-0.003905119,-0.003826546,-0.00375084,-0.003679744,-0.003608647,-0.003541782,-0.003477816,-0.003413849,-0.003353455,-0.003296211,-0.003238968,-0.003182795,-0.003131828,-0.00308086,-0.003029892,-0.002981724,-0.00293656,-0.002891397,-0.002846234,-0.002803383,-0.002763544,-0.002723705,-0.002683866,-0.002644027,-0.002608994,-0.002574001,-0.002539009,-0.002504016,-0.002469532,-0.002438919,-0.002408307,-0.002377695,-0.002347083,-0.00231647,-0.002288867,-0.002262188,-0.002235509,-0.002208831,-0.002182152,-0.002155473,-0.002131926,-0.002108759,-0.002085591,-0.002062423,-0.002039255,-0.002016087,-0.001994801,-0.001975845,-0.001956889,-0.001937933,-0.001918977,-0.001900021,-0.001881065,-0.001862684,-0.001845271,-0.001827857,-0.001810443,-0.00179303,-0.001775616,-0.001758202,-0.001740788,-0.001724858,-0.00170988,-0.001694902,-0.001679924,-0.001664946,-0.001649968,-0.001634989,-0.001620011,-0.001605222,-0.001592375,-0.001579527,-0.00156668
-0.009636441,0.008379436,0.00973686,0.009709774,0.009415035,0.009064181,0.008716342,0.008384909,0.008074113,0.007783086,0.007510343,0.007255397,0.007017153,0.006793901,0.006583704,0.006384499,0.006199973,0.006025087,0.005856412,0.005702155,0.005551802,0.005411702,0.005276332,0.005149647,0.005026018,0.00491196,0.004797902,0.004694773,0.004592522,0.004494477,0.004403195,0.004311913,0.004226639,0.004145483,0.004064327,0.003988107,0.003916242,0.003844376,0.003773957,0.003710566,0.003647175,0.003583784,0.0035241,0.003468393,0.003412687,0.003356981,0.003304285,0.003255509,0.003206733,0.003157957,0.003109182,0.003066571,0.003024012,0.002981452,0.002938893,0.002896978,0.002859966,0.002822955,0.002785943,0.002748932,0.002711921,0.002678678,0.002646593,0.002614509,0.002582424,0.00255034,0.002518255,0.002490056,0.002462327,0.002434597,0.002406868,0.002379138,0.002351409,0.002325741,0.002302628,0.002279514,0.002256401,0.002233287,0.002210174,0.002187061,0.002164881,0.002144273,0.002123664,0.002103056,0.002082448,0.00206184,0.002041231,0.002020623,0.002001806,0.001984138,0.001966469,0.001948801,0.001931133,0.001913464,0.001895796,0.001878128,0.001860686,0.001845576,0.001830465,0.001815355
0.029545107,0.013149365,0.005739293,0.001671663,-0.000827296,-0.002448251,-0.003548899,-0.004311067,-0.00483786,-0.005210519,-0.005470107,-0.005642013,-0.005751163,-0.005814395,-0.005844302,-0.005849896,-0.005829402,-0.00579582,-0.005753957,-0.00569771,-0.005638777,-0.005572786,-0.005504799,-0.005433144,-0.005360899,-0.005286805,-0.005212712,-0.005138668,-0.005064627,-0.004991322,-0.004919199,-0.004847076,-0.004776887,-0.004708023,-0.00463916,-0.004572512,-0.004507819,-0.004443126,-0.00437924,-0.004319281,-0.004259321,-0.004199362,-0.004141824,-0.004086886,-0.004031947,-0.003977009,-0.003924285,-0.003874444,-0.003824602,-0.003774761,-0.00372492,-0.003680051,-0.003635223,-0.003590395,-0.003545567,-0.003501298,-0.003461286,-0.003421274,-0.003381261,-0.003341249,-0.003301237,-0.003264696,-0.003229223,-0.00319375,-0.003158277,-0.003122804,-0.003087331,-0.003055617,-0.003024358,-0.002993099,-0.00296184,-0.002930581,-0.002899322,-0.002872159,-0.002850071,-0.002827982,-0.002805894,-0.002783805,-0.002761717,-0.002739628,-0.00271662,-0.002692062,-0.002667505,-0.002642947,-0.00261839,-0.002593832,-0.002569275,-0.002544718,-0.002522158,-0.002500879,-0.0024796,-0.002458321,-0.002437042,-0.002415764,-0.002394485,-0.002373206,-0.002352186,-0.002333819,-0.002315452,-0.002297085
0.029471535,0.013214263,0.005800957,0.00168333,-0.000811449,-0.0024415,-0.003546245,-0.004310192,-0.004837718,-0.005207903,-0.005466268,-0.005639325,-0.005749263,-0.005813045,-0.005843344,-0.005849226,-0.005828916,-0.005795474,-0.005753722,-0.005697541,-0.005638665,-0.005572712,-0.005504754,-0.005433119,-0.005360891,-0.005286807,-0.005212723,-0.005138683,-0.005064646,-0.004991343,-0.004919221,-0.004847099,-0.00477691,-0.004708046,-0.004639182,-0.004572534,-0.00450784,-0.004443146,-0.00437926,-0.004319299,-0.004259339,-0.004199378,-0.00414184,-0.004086901,-0.004031962,-0.003977023,-0.003924298,-0.003874456,-0.003824614,-0.003774772,-0.00372493,-0.00368006,-0.003635232,-0.003590404,-0.003545575,-0.003501306,-0.003461293,-0.00342128,-0.003381268,-0.003341255,-0.003301242,-0.003264702,-0.003229228,-0.003193755,-0.003158282,-0.003122808,-0.003087335,-0.003055621,-0.003024362,-0.002993103,-0.002961844,-0.002930584,-0.002899325,-0.00287187,-0.002849128,-0.002826386,-0.002803643,-0.002780901,-0.002758159,-0.002735417,-0.002712028,-0.00268755,-0.002663073,-0.002638595,-0.002614118,-0.00258964,-0.002565162,-0.002540685,-0.002518195,-0.002496981,-0.002475767,-0.002454553,-0.002433338,-0.002412124,-0.00239091,-0.002369696,-0.002348739,-0.002330424,-0.002312109,-0.002293794
-0.029151065,-0.013074467,-0.005768177,-0.00169309,0.000802492,0.002435573,0.003542859,0.004308367,0.004836759,0.005205911,0.005463654,0.005637325,0.005747735,0.005811877,0.005842453,0.00584855,0.005828391,0.005795068,0.005753416,0.005697299,0.005638481,0.005572567,0.005504644,0.005433032,0.005360826,0.005286756,0.005212686,0.005138654,0.005064625,0.004991329,0.004919211,0.004847093,0.004776907,0.004708045,0.004639183,0.004572536,0.004507843,0.00444315,0.004379264,0.004319304,0.004259344,0.004199383,0.004141845,0.004086906,0.004031967,0.003977028,0.003924303,0.003874461,0.003824619,0.003774776,0.003724934,0.003680065,0.003635236,0.003590408,0.003545579,0.00350131,0.003461297,0.003421284,0.003381271,0.003341258,0.003301245,0.003264705,0.003229231,0.003193758,0.003158284,0.003122811,0.003087337,0.003055623,0.003024364,0.002993105,0.002961846,0.002930586,0.002899327,0.002871581,0.002848187,0.002824794,0.0028014,0.002778006,0.002754613,0.002731219,0.002707451,0.002683053,0.002658655,0.002634257,0.002609859,0.00258546,0.002561062,0.002536664,0.002514245,0.002493095,0.002471945,0.002450795,0.002429645,0.002408495,0.002387345,0.002366195,0.002345301,0.002327038,0.002308775,0.002290512
0.01952934,0.008165114,0.005226632,0.004084976,0.003526154,0.00318845,0.002960155,0.002790963,0.002657015,0.002547307,0.002450316,0.002361293,0.002280697,0.002206677,0.002137856,0.00207315,0.00201358,0.001957211,0.001902899,0.001853223,0.001804779,0.001759574,0.001715852,0.001674854,0.001634815,0.001597778,0.001560741,0.001527148,0.001493831,0.001461849,0.001432012,0.001402175,0.001374259,0.001347659,0.00132106,0.00129605,0.001272444,0.001248838,0.001225701,0.001204844,0.001183988,0.001163131,0.001143485,0.001125138,0.001106791,0.001088444,0.001071085,0.001055013,0.001038941,0.001022869,0.001006797,0.000992756,0.000978733,0.00096471,0.000950686,0.000936876,0.000924687,0.000912497,0.000900308,0.000888118,0.000875929,0.000864988,0.000854431,0.000843873,0.000833316,0.000822759,0.000812201,0.000802932,0.000793819,0.000784706,0.000775593,0.00076648,0.000757367,0.000749113,0.000741925,0.000734736,0.000727547,0.000720359,0.00071317,0.000705981,0.000698934,0.000692124,0.000685314,0.000678504,0.000671694,0.000664884,0.000658074,0.000651264,0.000645056,0.000639233,0.00063341,0.000627587,0.000621765,0.000615942,0.000610119,0.000604297,0.00059855,0.000593584,0.000588618,0.000583652
0.009241781,0.007173698,0.005165575,0.003748341,0.002756839,0.002040471,0.001505352,0.001096504,0.000781171,0.00052939,0.000328077,0.000168406,3.93964E-05,-6.59584E-05,-0.000153225,-0.000226688,-0.000284185,-0.000332786,-0.000375717,-0.000407417,-0.000436568,-0.000459021,-0.000478901,-0.00049406,-0.000507849,-0.00051735,-0.00052685,-0.000532366,-0.000537562,-0.00054153,-0.000543525,-0.000545519,-0.000546141,-0.000545822,-0.000545504,-0.00054433,-0.000542402,-0.000540474,-0.000538365,-0.000535377,-0.000532388,-0.0005294,-0.000526103,-0.000522474,-0.000518845,-0.000515217,-0.000511447,-0.000507493,-0.000503539,-0.000499585,-0.00049563,-0.000491582,-0.000487533,-0.000483483,-0.000479434,-0.000475392,-0.00047141,-0.000467428,-0.000463446,-0.000459464,-0.000455482,-0.000451636,-0.000447832,-0.000444028,-0.000440223,-0.000436419,-0.000432614,-0.000429031,-0.000425474,-0.000421917,-0.00041836,-0.000414803,-0.000411247,-0.000408193,-0.000405763,-0.000403333,-0.000400902,-0.000398472,-0.000396042,-0.000393612,-0.000390943,-0.000387871,-0.000384799,-0.000381727,-0.000378655,-0.000375583,-0.000372512,-0.00036944,-0.000366567,-0.000363822,-0.000361077,-0.000358332,-0.000355587,-0.000352842,-0.000350097,-0.000347353,-0.000344635,-0.000342204,-0.000339773,-0.000337342
-0.085212319,-0.046846891,-0.031907986,-0.024017737,-0.019114852,-0.015767513,-0.013330357,-0.011481458,-0.01004537,-0.008889481,-0.007940307,-0.007154994,-0.006496111,-0.005935046,-0.005449292,-0.00502144,-0.00466164,-0.004340711,-0.004044608,-0.003799247,-0.003565912,-0.003364166,-0.003175221,-0.003009777,-0.002851621,-0.002716283,-0.002580945,-0.002468637,-0.002358177,-0.002255575,-0.002165606,-0.002075637,-0.00199565,-0.001922504,-0.001849357,-0.001783527,-0.001724153,-0.001664778,-0.001607321,-0.00155919,-0.001511059,-0.001462928,-0.001419213,-0.00138024,-0.001341266,-0.001302293,-0.001266552,-0.001235021,-0.00120349,-0.001171959,-0.001140428,-0.001114885,-0.001089392,-0.001063899,-0.001038406,-0.00101348,-0.000992877,-0.000972273,-0.00095167,-0.000931067,-0.000910464,-0.000892886,-0.000876239,-0.000859591,-0.000842943,-0.000826296,-0.000809648,-0.000795852,-0.0007824,-0.000768949,-0.000755497,-0.000742046,-0.000728594,-0.000715649,-0.000703329,-0.00069101,-0.000678691,-0.000666372,-0.000654053,-0.000641734,-0.000630802,-0.000622204,-0.000613606,-0.000605008,-0.00059641,-0.000587812,-0.000579214,-0.000570616,-0.000563018,-0.000556061,-0.000549103,-0.000542146,-0.000535189,-0.000528232,-0.000521275,-0.000514317,-0.000507478,-0.000501844,-0.000496211,-0.000490577
-0.022841406,-0.01961813,-0.017734407,-0.016473047,-0.015443102,-0.014594815,-0.013860225,-0.013211365,-0.012632181,-0.012108326,-0.011629092,-0.011188205,-0.010781514,-0.010404372,-0.010052273,-0.00972088,-0.009416518,-0.009129529,-0.008853717,-0.008603418,-0.008359917,-0.00813427,-0.007916749,-0.007714144,-0.007516724,-0.007335542,-0.00715436,-0.006991516,-0.006830144,-0.006675757,-0.006532603,-0.006389448,-0.006256178,-0.006129682,-0.006003186,-0.005884738,-0.00577339,-0.005662043,-0.005553032,-0.005455383,-0.005357734,-0.005260085,-0.005168379,-0.005083051,-0.004997723,-0.004912395,-0.004831856,-0.004757552,-0.004683248,-0.004608944,-0.00453464,-0.004470069,-0.004405579,-0.004341089,-0.004276598,-0.004213117,-0.00415732,-0.004101523,-0.004045726,-0.003989929,-0.003934133,-0.003884199,-0.003836068,-0.003787937,-0.003739806,-0.003691675,-0.003643544,-0.003601417,-0.003560015,-0.003518614,-0.003477213,-0.003435812,-0.00339441,-0.003357324,-0.003325583,-0.003293842,-0.003262101,-0.00323036,-0.003198619,-0.003166878,-0.003135458,-0.003104576,-0.003073695,-0.003042813,-0.003011932,-0.00298105,-0.002950168,-0.002919287,-0.002891175,-0.002864839,-0.002838503,-0.002812167,-0.002785831,-0.002759495,-0.002733159,-0.002706823,-0.002680835,-0.002658424,-0.002636012,-0.002613601
-0.022831549,-0.019672209,-0.017746559,-0.016460188,-0.015430892,-0.014587274,-0.013856135,-0.013209296,-0.012631184,-0.012106085,-0.011626126,-0.011185991,-0.010779858,-0.010403131,-0.010051344,-0.009720189,-0.00941599,-0.009129128,-0.00885342,-0.008603187,-0.008359743,-0.008134137,-0.00791665,-0.007714068,-0.007516669,-0.0073355,-0.00715433,-0.006991494,-0.006830129,-0.006675748,-0.006532597,-0.006389446,-0.006256178,-0.006129684,-0.006003189,-0.005884742,-0.005773395,-0.005662048,-0.005553038,-0.005455389,-0.00535774,-0.005260091,-0.005168384,-0.005083056,-0.004997729,-0.004912401,-0.004831861,-0.004757557,-0.004683253,-0.004608949,-0.004534645,-0.004470074,-0.004405583,-0.004341093,-0.004276602,-0.004213121,-0.004157324,-0.004101527,-0.00404573,-0.003989933,-0.003934136,-0.003884202,-0.003836071,-0.00378794,-0.003739809,-0.003691678,-0.003643546,-0.003601419,-0.003560017,-0.003518616,-0.003477215,-0.003435813,-0.003394412,-0.003356956,-0.003324387,-0.003291819,-0.00325925,-0.003226682,-0.003194113,-0.003161545,-0.003129647,-0.003098877,-0.003068107,-0.003037337,-0.003006567,-0.002975798,-0.002945028,-0.002914258,-0.002886243,-0.002859995,-0.002833747,-0.002807498,-0.00278125,-0.002755002,-0.002728754,-0.002702506,-0.002676604,-0.002654261,-0.002631918,-0.002609576
0.022794073,0.019709289,0.017778049,0.016454952,0.015427731,0.014583237,0.013853129,0.013207374,0.012630023,0.01210476,0.011624589,0.011184716,0.010778826,0.010402305,0.010050689,0.009719675,0.00941558,0.009128802,0.008853167,0.008602982,0.008359583,0.008134008,0.007916548,0.007713986,0.007516605,0.007335448,0.007154291,0.006991461,0.006830103,0.006675728,0.006532581,0.006389434,0.006256169,0.006129677,0.006003185,0.005884739,0.005773393,0.005662047,0.005553038,0.005455389,0.005357741,0.005260092,0.005168386,0.005083058,0.004997731,0.004912403,0.004831863,0.004757559,0.004683255,0.004608951,0.004534647,0.004470076,0.004405586,0.004341095,0.004276604,0.004213123,0.004157326,0.004101529,0.004045732,0.003989934,0.003934137,0.003884204,0.003836073,0.003787942,0.00373981,0.003691679,0.003643548,0.00360142,0.003560019,0.003518617,0.003477216,0.003435814,0.003394413,0.003356588,0.003323195,0.003289802,0.003256409,0.003223016,0.003189623,0.00315623,0.003123856,0.003093198,0.003062539,0.003031881,0.003001222,0.002970563,0.002939905,0.002909246,0.002881328,0.002855167,0.002829006,0.002802845,0.002776684,0.002750523,0.002724363,0.002698202,0.002672386,0.002650111,0.002627837,0.002605563
-0.0178429,-0.012150485,-0.008824245,-0.006882884,-0.005597307,-0.004683644,-0.003996272,-0.003461376,-0.003037389,-0.00269109,-0.002403164,-0.002162178,-0.001958235,-0.001783387,-0.001631212,-0.001496623,-0.001382941,-0.001281341,-0.001187461,-0.001109513,-0.001035374,-0.000971242,-0.000911195,-0.000858646,-0.000808438,-0.000765553,-0.000722669,-0.00068721,-0.000652347,-0.000620024,-0.000591785,-0.000563547,-0.00053854,-0.000515747,-0.000492954,-0.000472528,-0.000454191,-0.000435854,-0.000418136,-0.000403428,-0.000388721,-0.000374013,-0.000360726,-0.000348964,-0.000337201,-0.000325438,-0.000314709,-0.000305326,-0.000295943,-0.00028656,-0.000277177,-0.000269694,-0.000262227,-0.00025476,-0.000247293,-0.000240004,-0.000234074,-0.000228144,-0.000222214,-0.000216284,-0.000210354,-0.000205365,-0.000200665,-0.000195965,-0.000191264,-0.000186564,-0.000181864,-0.000178038,-0.000174319,-0.000170599,-0.000166879,-0.00016316,-0.00015944,-0.000156044,-0.000153048,-0.000150053,-0.000147057,-0.000144062,-0.000141066,-0.000138071,-0.000135327,-0.000133006,-0.000130686,-0.000128365,-0.000126044,-0.000123724,-0.000121403,-0.000119083,-0.000117062,-0.000115234,-0.000113405,-0.000111577,-0.000109748,-0.00010792,-0.000106091,-0.000104263,-0.000102469,-0.000101029,-9.95888E-05,-9.81489E-05
-0.000570659,0.001596696,0.00120482,0.000851447,0.000575646,0.000353738,0.000176294,3.38479E-05,-8.00262E-05,-0.000172187,-0.000247297,-0.000308186,-0.000357457,-0.00039749,-0.000430295,-0.000457496,-0.000478087,-0.000494933,-0.000509389,-0.000519062,-0.000527641,-0.000533349,-0.000537957,-0.000540542,-0.000542548,-0.000542736,-0.000542925,-0.000541463,-0.000539869,-0.000537788,-0.000534923,-0.000532058,-0.000528688,-0.00052497,-0.000521252,-0.000517259,-0.000513024,-0.000508788,-0.000504508,-0.000500015,-0.000495523,-0.00049103,-0.000486509,-0.000481959,-0.000477408,-0.000472858,-0.000468346,-0.000463884,-0.000459423,-0.000454961,-0.0004505,-0.000446229,-0.00044196,-0.000437692,-0.000433423,-0.000429184,-0.000425177,-0.00042117,-0.000417163,-0.000413155,-0.000409148,-0.000405373,-0.000401669,-0.000397965,-0.000394261,-0.000390557,-0.000386852,-0.000383437,-0.000380057,-0.000376677,-0.000373296,-0.000369916,-0.000366536,-0.000363414,-0.000360613,-0.000357811,-0.00035501,-0.000352209,-0.000349407,-0.000346606,-0.000343821,-0.000341063,-0.000338305,-0.000335547,-0.00033279,-0.000330032,-0.000327274,-0.000324516,-0.000321948,-0.000319503,-0.000317057,-0.000314611,-0.000312165,-0.000309719,-0.000307273,-0.000304827,-0.000302407,-0.000300252,-0.000298098,-0.000295943
0.027311465,0.014647772,0.010547653,0.008400394,0.007074682,0.00618396,0.005536121,0.005041174,0.004650874,0.004330464,0.004060863,0.003831012,0.003631825,0.003456485,0.003299666,0.003157217,0.003031961,0.002916794,0.002808083,0.002712995,0.00262127,0.002538379,0.002459241,0.002386994,0.002316999,0.002254059,0.00219112,0.00213573,0.002080946,0.002028904,0.001981273,0.001933641,0.001889734,0.001848378,0.001807023,0.001768594,0.001732745,0.001696897,0.001661873,0.001630853,0.001599833,0.001568814,0.001539834,0.001513043,0.001486253,0.001459462,0.001434278,0.001411186,0.001388094,0.001365002,0.001341909,0.001322019,0.001302155,0.00128229,0.001262426,0.001242888,0.001225836,0.001208784,0.001191731,0.001174679,0.001157626,0.001142443,0.001127834,0.001113225,0.001098616,0.001084007,0.001069398,0.001056679,0.001044188,0.001031698,0.001019207,0.001006717,0.000994226,0.000982684,0.000972316,0.000961948,0.000951581,0.000941213,0.000930845,0.000920477,0.000910577,0.000901465,0.000892352,0.000883239,0.000874127,0.000865014,0.000855901,0.000846788,0.000838508,0.000830762,0.000823016,0.000815269,0.000807523,0.000799777,0.00079203,0.000784284,0.000776642,0.000770068,0.000763495,0.000756922
0.041750581,0.012608229,0.00805244,0.006041619,0.004873698,0.004100038,0.003542546,0.003119499,0.002788389,0.002520456,0.002296912,0.002107631,0.00194616,0.001806404,0.001683534,0.001573758,0.00147959,0.0013945,0.001315216,0.001248024,0.001183762,0.001127197,0.001073826,0.001026318,0.000980674,0.000940866,0.000901059,0.000867296,0.000834018,0.000802859,0.000775104,0.000747349,0.000722358,0.000699262,0.000676165,0.000655149,0.00063597,0.000616791,0.000598172,0.000582278,0.000566384,0.00055049,0.000535921,0.000522775,0.000509629,0.000496482,0.000484332,0.000473477,0.000462623,0.000451768,0.000440914,0.00043195,0.000423003,0.000414055,0.000405107,0.000396343,0.000388977,0.000381612,0.000374247,0.000366881,0.000359516,0.000353152,0.000347097,0.000341042,0.000334987,0.000328931,0.000322876,0.000317787,0.000312814,0.000307841,0.000302869,0.000297896,0.000292923,0.000288054,0.000283313,0.000278572,0.000273832,0.000269091,0.00026435,0.000259609,0.000255418,0.000252152,0.000248887,0.000245621,0.000242355,0.000239089,0.000235824,0.000232558,0.000229651,0.000226974,0.000224297,0.00022162,0.000218943,0.000216267,0.00021359,0.000210913,0.000208279,0.000206086,0.000203892,0.000201699
