"b0","b1","logL"
-0.21,-0.53,-11.8643505466086
-0.2,-0.53,-11.8641539341446
-0.19,-0.53,-11.8643433405209
-0.18,-0.53,-11.8649200258647
-0.17,-0.53,-11.8658852405014
-0.16,-0.53,-11.8672402248199
-0.15,-0.53,-11.8689862091393
-0.14,-0.53,-11.871124413577
-0.13,-0.53,-11.8736560479175
-0.12,-0.53,-11.876582311482
-0.11,-0.53,-11.8799043929999
-0.1,-0.53,-11.8836234704809
-0.09,-0.53,-11.8877407110882
-0.08,-0.53,-11.8922572710138
-0.07,-0.53,-11.8971742953537
-0.0599999999999999,-0.53,-11.9024929179854
-0.0499999999999999,-0.53,-11.9082142614463
-0.04,-0.53,-11.9143394368137
-0.03,-0.53,-11.9208695435853
-0.02,-0.53,-11.9278056695622
-0.01,-0.53,-11.9351488907328
0,-0.53,-11.9429002711575
0.01,-0.53,-11.9510608628559
0.02,-0.53,-11.9596317056947
0.03,-0.53,-11.9686138272774
0.04,-0.53,-11.9780082428352
0.05,-0.53,-11.9878159551199
0.0600000000000001,-0.53,-11.9980379542977
0.0700000000000001,-0.53,-12.0086752178452
0.0800000000000001,-0.53,-12.0197287104462
0.0900000000000001,-0.53,-12.0311993838909
0.1,-0.53,-12.0430881769764
0.11,-0.53,-12.055396015408
0.12,-0.53,-12.0681238117039
0.13,-0.53,-12.0812724650995
0.14,-0.53,-12.0948428614552
0.15,-0.53,-12.1088358731645
0.16,-0.53,-12.1232523590643
0.17,-0.53,-12.1380931643472
0.18,-0.53,-12.1533591204753
0.19,-0.53,-12.1690510450952
0.2,-0.53,-12.1851697419553
0.21,-0.53,-12.2017160008253
0.22,-0.53,-12.2186905974159
0.23,-0.53,-12.236094293302
0.24,-0.53,-12.2539278358467
0.25,-0.53,-12.272191958127
0.26,-0.53,-12.290887378862
0.27,-0.53,-12.3100148023419
0.28,-0.53,-12.3295749183602
0.29,-0.53,-12.3495684021457
0.3,-0.53,-12.3699959142986
0.31,-0.53,-12.3908581007265
0.32,-0.53,-12.4121555925833
0.33,-0.53,-12.4338890062095
0.34,-0.53,-12.4560589430747
0.35,-0.53,-12.4786659897212
0.36,-0.53,-12.5017107177102
0.37,-0.53,-12.5251936835694
0.38,-0.53,-12.5491154287428
0.39,-0.53,-12.5734764795415
0.4,-0.53,-12.5982773470974
0.41,-0.53,-12.6235185273182
0.42,-0.53,-12.649200500844
0.43,-0.53,-12.6753237330059
0.44,-0.53,-12.7018886737871
0.45,-0.53,-12.7288957577846
0.46,-0.53,-12.7563454041736
0.47,-0.53,-12.7842380166735
0.48,-0.53,-12.8125739835157
0.49,-0.53,-12.8413536774129
0.5,-0.53,-12.8705774555307
0.51,-0.53,-12.9002456594611
0.52,-0.53,-12.9303586151969
0.53,-0.53,-12.9609166331087
0.54,-0.53,-12.9919200079237
0.55,-0.53,-13.0233690187056
0.56,-0.53,-13.055263928837
0.57,-0.53,-13.0876049860034
0.58,-0.53,-13.1203924221783
0.59,-0.53,-13.1536264536111
0.6,-0.53,-13.187307280816
0.61,-0.53,-13.2214350885628
0.62,-0.53,-13.2560100458696
0.63,-0.53,-13.291032305997
0.64,-0.53,-13.3265020064443
0.65,-0.53,-13.3624192689469
0.66,-0.53,-13.3987841994762
0.67,-0.53,-13.4355968882399
0.68,-0.53,-13.4728574096858
0.69,-0.53,-13.5105658225053
0.7,-0.53,-13.5487221696401
0.71,-0.53,-13.5873264782895
0.72,-0.53,-13.6263787599204
0.73,-0.53,-13.6658790102774
0.74,-0.53,-13.7058272093965
0.75,-0.53,-13.7462233216182
0.76,-0.53,-13.7870672956045
0.77,-0.53,-13.8283590643552
0.78,-0.53,-13.8700985452279
0.79,-0.53,-13.9122856399577
0.8,-0.53,-13.95492023468
0.81,-0.53,-13.9980021999539
0.82,-0.53,-14.0415313907872
0.83,-0.53,-14.0855076466637
0.84,-0.53,-14.1299307915707
0.85,-0.53,-14.1748006340296
0.86,-0.53,-14.2201169671265
0.87,-0.53,-14.2658795685452
0.88,-0.53,-14.3120882006015
0.89,-0.53,-14.3587426102787
0.9,-0.53,-14.4058425292649
0.91,-0.53,-14.4533876739914
0.92,-0.53,-14.501377745673
0.93,-0.53,-14.5498124303492
0.94,-0.53,-14.5986913989271
0.95,-0.53,-14.6480143072256
0.96,-0.53,-14.6977807960214
0.97,-0.53,-14.7479904910956
0.98,-0.53,-14.7986430032822
0.99,-0.53,-14.8497379285183
1,-0.53,-14.9012748478946
-1,-0.52,-12.945283384328
-0.99,-0.52,-12.919390351635
-0.98,-0.52,-12.8937669699949
-0.97,-0.52,-12.8684148273811
-0.96,-0.52,-12.8433355131117
-0.95,-0.52,-12.8185306177298
-0.94,-0.52,-12.7940017328832
-0.93,-0.52,-12.7697504512019
-0.92,-0.52,-12.7457783661755
-0.91,-0.52,-12.7220870720286
-0.9,-0.52,-12.6986781635959
-0.89,-0.52,-12.6755532361949
-0.88,-0.52,-12.6527138854989
-0.87,-0.52,-12.630161707408
-0.86,-0.52,-12.6078982979192
-0.85,-0.52,-12.5859252529955
-0.84,-0.52,-12.5642441684341
-0.83,-0.52,-12.5428566397332
-0.82,-0.52,-12.521764261958
-0.81,-0.52,-12.5009686296063
-0.8,-0.52,-12.4804713364718
-0.79,-0.52,-12.4602739755077
-0.78,-0.52,-12.4403781386889
-0.77,-0.52,-12.4207854168733
-0.76,-0.52,-12.4014973996621
-0.75,-0.52,-12.3825156752598
-0.74,-0.52,-12.3638418303326
-0.73,-0.52,-12.3454774498668
-0.72,-0.52,-12.3274241170257
-0.71,-0.52,-12.3096834130064
-0.7,-0.52,-12.2922569168954
-0.69,-0.52,-12.2751462055237
-0.68,-0.52,-12.2583528533215
-0.67,-0.52,-12.2418784321716
-0.66,-0.52,-12.2257245112629
-0.65,-0.52,-12.2098926569429
-0.64,-0.52,-12.1943844325697
-0.63,-0.52,-12.1792013983638
-0.62,-0.52,-12.1643451112588
-0.61,-0.52,-12.1498171247525
-0.6,-0.52,-12.1356189887563
-0.59,-0.52,-12.1217522494458
-0.58,-0.52,-12.1082184491096
-0.57,-0.52,-12.0950191259986
-0.56,-0.52,-12.0821558141748
-0.55,-0.52,-12.0696300433594
-0.54,-0.52,-12.0574433387816
-0.53,-0.52,-12.0455972210263
-0.52,-0.52,-12.0340932058816
-0.51,-0.52,-12.0229328041871
-0.5,-0.52,-12.0121175216812
-0.49,-0.52,-12.0016488588485
-0.48,-0.52,-11.9915283107673
-0.47,-0.52,-11.9817573669571
-0.46,-0.52,-11.9723375112259
-0.45,-0.52,-11.9632702215177
-0.44,-0.52,-11.9545569697603
-0.43,-0.52,-11.9461992217127
-0.42,-0.52,-11.9381984368131
-0.41,-0.52,-11.9305560680269
-0.4,-0.52,-11.9232735616949
-0.39,-0.52,-11.9163523573819
-0.38,-0.52,-11.9097938877252
-0.37,-0.52,-11.9035995782842
-0.36,-0.52,-11.8977708473895
-0.35,-0.52,-11.8923091059926
-0.34,-0.52,-11.8872157575167
-0.33,-0.52,-11.8824921977068
-0.32,-0.52,-11.8781398144816
-0.31,-0.52,-11.8741599877846
-0.3,-0.52,-11.8705540894365
-0.29,-0.52,-11.8673234829887
-0.28,-0.52,-11.8644695235758
-0.27,-0.52,-11.8619935577705
-0.26,-0.52,-11.8598969234384
-0.25,-0.52,-11.8581809495929
-0.24,-0.52,-11.8568469562525
-0.23,-0.52,-11.8558962542969
-0.22,-0.52,-11.8553301453257
-0.21,-0.52,-11.8551499215167
-0.2,-0.52,-11.8553568654857
-0.19,-0.52,-11.855952250147
-0.18,-0.52,-11.8569373385748
-0.17,-0.52,-11.8583133838659
-0.16,-0.52,-11.860081629003
-0.15,-0.52,-11.8622433067189
-0.14,-0.52,-11.8647996393627
-0.13,-0.52,-11.8677518387657
-0.12,-0.52,-11.8711011061097
-0.11,-0.52,-11.8748486317956
-0.1,-0.52,-11.8789955953135
-0.09,-0.52,-11.883543165114
-0.08,-0.52,-11.8884924984808
-0.07,-0.52,-11.893844741404
-0.0599999999999999,-0.52,-11.8996010284557
-0.0499999999999999,-0.52,-11.905762482666
-0.04,-0.52,-11.9123302154005
-0.03,-0.52,-11.9193053262397
-0.02,-0.52,-11.926688902859
-0.01,-0.52,-11.9344820209107
0,-0.52,-11.9426857439072
0.01,-0.52,-11.9513011231054
0.02,-0.52,-11.9603291973931
0.03,-0.52,-11.9697709931765
0.04,-0.52,-11.9796275242694
0.05,-0.52,-11.9898997917834
0.0600000000000001,-0.52,-12.0005887840208
0.0700000000000001,-0.52,-12.0116954763678
0.0800000000000001,-0.52,-12.0232208311902
0.0900000000000001,-0.52,-12.03516579773
0.1,-0.52,-12.0475313120044
0.11,-0.52,-12.0603182967057
0.12,-0.52,-12.0735276611031
0.13,-0.52,-12.0871603009466
0.14,-0.52,-12.1012170983721
0.15,-0.52,-12.1156989218081
0.16,-0.52,-12.1306066258847
0.17,-0.52,-12.1459410513437
0.18,-0.52,-12.1617030249508
0.19,-0.52,-12.1778933594096
0.2,-0.52,-12.1945128532771
0.21,-0.52,-12.2115622908812
0.22,-0.52,-12.2290424422397
0.23,-0.52,-12.2469540629816
0.24,-0.52,-12.2652978942698
0.25,-0.52,-12.2840746627255
0.26,-0.52,-12.3032850803551
0.27,-0.52,-12.3229298444779
0.28,-0.52,-12.3430096376567
0.29,-0.52,-12.3635251276295
0.3,-0.52,-12.3844769672434
0.31,-0.52,-12.4058657943902
0.32,-0.52,-12.4276922319439
0.33,-0.52,-12.4499568877003
0.34,-0.52,-12.4726603543178
0.35,-0.52,-12.4958032092611
0.36,-0.52,-12.5193860147456
0.37,-0.52,-12.5434093176847
0.38,-0.52,-12.5678736496385
0.39,-0.52,-12.5927795267642
0.4,-0.52,-12.6181274497687
0.41,-0.52,-12.6439179038633
0.42,-0.52,-12.6701513587193
0.43,-0.52,-12.6968282684268
0.44,-0.52,-12.7239490714544
0.45,-0.52,-12.7515141906111
0.46,-0.52,-12.7795240330102
0.47,-0.52,-12.8079789900347
0.48,-0.52,-12.8368794373052
0.49,-0.52,-12.8662257346488
0.5,-0.52,-12.8960182260707
0.51,-0.52,-12.9262572397273
0.52,-0.52,-12.9569430879008
0.53,-0.52,-12.9880760669764
0.54,-0.52,-13.0196564574207
0.55,-0.52,-13.0516845237621
0.56,-0.52,-13.0841605145736
0.57,-0.52,-13.1170846624563
0.58,-0.52,-13.1504571840258
0.59,-0.52,-13.1842782798997
0.6,-0.52,-13.2185481346876
0.61,-0.52,-13.2532669169818
0.62,-0.52,-13.2884347793513
0.63,-0.52,-13.324051858336
0.64,-0.52,-13.3601182744439
0.65,-0.52,-13.3966341321495
0.66,-0.52,-13.433599519894
0.67,-0.52,-13.4710145100874
0.68,-0.52,-13.5088791591123
0.69,-0.52,-13.5471935073292
0.7,-0.52,-13.5859575790839
0.71,-0.52,-13.6251713827165
0.72,-0.52,-13.6648349105719
0.73,-0.52,-13.7049481390121
0.74,-0.52,-13.7455110284307
0.75,-0.52,-13.7865235232679
0.76,-0.52,-13.8279855520284
0.77,-0.52,-13.8698970273004
0.78,-0.52,-13.9122578457761
0.79,-0.52,-13.9550678882743
0.8,-0.52,-13.9983270197641
0.81,-0.52,-14.0420350893906
0.82,-0.52,-14.0861919305024
0.83,-0.52,-14.1307973606799
0.84,-0.52,-14.1758511817658
0.85,-0.52,-14.2213531798975
0.86,-0.52,-14.2673031255401
0.87,-0.52,-14.3137007735218
0.88,-0.52,-14.3605458630705
0.89,-0.52,-14.4078381178518
0.9,-0.52,-14.4555772460091
0.91,-0.52,-14.5037629402044
0.92,-0.52,-14.5523948776612
0.93,-0.52,-14.6014727202089
0.94,-0.52,-14.650996114328
0.95,-0.52,-14.7009646911981
0.96,-0.52,-14.7513780667457
0.97,-0.52,-14.8022358416948
0.98,-0.52,-14.8535376016183
0.99,-0.52,-14.9052829169912
1,-0.52,-14.9574713432445
-1,-0.51,-12.9118958643133
-0.99,-0.51,-12.8862398272105
-0.98,-0.51,-12.8608552918806
-0.97,-0.51,-12.8357438563303
-0.96,-0.51,-12.8109071198908
-0.95,-0.51,-12.7863466830968
-0.94,-0.51,-12.7620641475645
-0.93,-0.51,-12.738061115868
-0.92,-0.51,-12.7143391914147
-0.91,-0.51,-12.6908999783195
-0.9,-0.51,-12.6677450812776
-0.89,-0.51,-12.6448761054368
-0.88,-0.51,-12.6222946562678
-0.87,-0.51,-12.6000023394339
-0.86,-0.51,-12.5780007606595
-0.85,-0.51,-12.5562915255976
-0.84,-0.51,-12.5348762396962
-0.83,-0.51,-12.5137565080631
-0.82,-0.51,-12.492933935331
-0.81,-0.51,-12.4724101255201
-0.8,-0.51,-12.4521866819007
-0.79,-0.51,-12.4322652068546
-0.78,-0.51,-12.4126473017354
-0.77,-0.51,-12.393334566728
-0.76,-0.51,-12.3743286007075
-0.75,-0.51,-12.3556310010964
-0.74,-0.51,-12.3372433637223
-0.73,-0.51,-12.3191672826733
-0.72,-0.51,-12.3014043501538
-0.71,-0.51,-12.2839561563389
-0.7,-0.51,-12.2668242892283
-0.69,-0.51,-12.2500103344993
-0.68,-0.51,-12.2335158753595
-0.67,-0.51,-12.2173424923984
-0.66,-0.51,-12.2014917634388
-0.65,-0.51,-12.1859652633871
-0.64,-0.51,-12.1707645640835
-0.63,-0.51,-12.1558912341516
-0.62,-0.51,-12.1413468388473
-0.61,-0.51,-12.1271329399073
-0.6,-0.51,-12.1132510953969
-0.59,-0.51,-12.0997028595582
-0.58,-0.51,-12.086489782657
-0.57,-0.51,-12.0736134108299
-0.56,-0.51,-12.0610752859306
-0.55,-0.51,-12.0488769453766
-0.54,-0.51,-12.037019921995
-0.53,-0.51,-12.0255057438684
-0.52,-0.51,-12.0143359341805
-0.51,-0.51,-12.0035120110617
-0.5,-0.51,-11.9930354874344
-0.49,-0.51,-11.982907870858
-0.48,-0.51,-11.9731306633746
-0.47,-0.51,-11.9637053613538
-0.46,-0.51,-11.954633455338
-0.45,-0.51,-11.9459164298876
-0.44,-0.51,-11.9375557634265
-0.43,-0.51,-11.9295529280872
-0.42,-0.51,-11.9219093895564
-0.41,-0.51,-11.9146266069212
-0.4,-0.51,-11.9077060325143
-0.39,-0.51,-11.9011491117608
-0.38,-0.51,-11.8949572830246
-0.37,-0.51,-11.8891319774548
-0.36,-0.51,-11.8836746188332
-0.35,-0.51,-11.878586623422
-0.34,-0.51,-11.873869399811
-0.33,-0.51,-11.8695243487671
-0.32,-0.51,-11.865552863082
-0.31,-0.51,-11.8619563274227
-0.3,-0.51,-11.8587361181806
-0.29,-0.51,-11.8558936033225
-0.28,-0.51,-11.8534301422418
-0.27,-0.51,-11.8513470856102
-0.26,-0.51,-11.84964577523
-0.25,-0.51,-11.8483275438878
-0.24,-0.51,-11.8473937152081
-0.23,-0.51,-11.8468456035085
-0.22,-0.51,-11.8466845136548
-0.21,-0.51,-11.8469117409178
-0.2,-0.51,-11.8475285708304
-0.19,-0.51,-11.8485362790462
-0.18,-0.51,-11.8499361311982
-0.17,-0.51,-11.8517293827595
-0.16,-0.51,-11.8539172789042
-0.15,-0.51,-11.8565010543694
-0.14,-0.51,-11.8594819333191
-0.13,-0.51,-11.862861129208
-0.12,-0.51,-11.8666398446472
-0.11,-0.51,-11.870819271271
-0.1,-0.51,-11.8754005896047
-0.09,-0.51,-11.8803849689336
-0.08,-0.51,-11.8857735671732
-0.07,-0.51,-11.8915675307411
-0.0599999999999999,-0.51,-11.8977679944295
-0.0499999999999999,-0.51,-11.9043760812796
-0.04,-0.51,-11.9113929024571
-0.03,-0.51,-11.918819557129
-0.02,-0.51,-11.9266571323422
-0.01,-0.51,-11.9349067029026
0,-0.51,-11.9435693312571
0.01,-0.51,-11.9526460673754
0.02,-0.51,-11.9621379486346
0.03,-0.51,-11.9720459997048
0.04,-0.51,-11.9823712324362
0.05,-0.51,-11.9931146457476
0.0600000000000001,-0.51,-12.0042772255169
0.0700000000000001,-0.51,-12.0158599444732
0.0800000000000001,-0.51,-12.0278637620897
0.0900000000000001,-0.51,-12.0402896244795
0.1,-0.51,-12.0531384642918
0.11,-0.51,-12.0664112006108
0.12,-0.51,-12.0801087388555
0.13,-0.51,-12.0942319706819
0.14,-0.51,-12.1087817738861
0.15,-0.51,-12.1237590123099
0.16,-0.51,-12.1391645357479
0.17,-0.51,-12.154999179856
0.18,-0.51,-12.1712637660622
0.19,-0.51,-12.1879591014791
0.2,-0.51,-12.2050859788176
0.21,-0.51,-12.2226451763033
0.22,-0.51,-12.2406374575943
0.23,-0.51,-12.2590635717005
0.24,-0.51,-12.2779242529056
0.25,-0.51,-12.2972202206899
0.26,-0.51,-12.3169521796558
0.27,-0.51,-12.3371208194551
0.28,-0.51,-12.3577268147176
0.29,-0.51,-12.3787708249818
0.3,-0.51,-12.4002534946284
0.31,-0.51,-12.4221754528142
0.32,-0.51,-12.444537313409
0.33,-0.51,-12.4673396749338
0.34,-0.51,-12.4905831205017
0.35,-0.51,-12.5142682177596
0.36,-0.51,-12.5383955188329
0.37,-0.51,-12.5629655602714
0.38,-0.51,-12.5879788629973
0.39,-0.51,-12.6134359322556
0.4,-0.51,-12.6393372575656
0.41,-0.51,-12.665683312675
0.42,-0.51,-12.6924745555157
0.43,-0.51,-12.7197114281616
0.44,-0.51,-12.7473943567883
0.45,-0.51,-12.7755237516342
0.46,-0.51,-12.8041000069651
0.47,-0.51,-12.8331235010385
0.48,-0.51,-12.8625945960718
0.49,-0.51,-12.8925136382116
0.5,-0.51,-12.9228809575042
0.51,-0.51,-12.9536968678699
0.52,-0.51,-12.984961667077
0.53,-0.51,-13.0166756367197
0.54,-0.51,-13.0488390421963
0.55,-0.51,-13.0814521326905
0.56,-0.51,-13.1145151411538
0.57,-0.51,-13.1480282842903
0.58,-0.51,-13.1819917625431
0.59,-0.51,-13.2164057600827
0.6,-0.51,-13.2512704447971
0.61,-0.51,-13.2865859682841
0.62,-0.51,-13.3223524658451
0.63,-0.51,-13.3585700564812
0.64,-0.51,-13.3952388428906
0.65,-0.51,-13.4323589114681
0.66,-0.51,-13.4699303323065
0.67,-0.51,-13.5079531592001
0.68,-0.51,-13.5464274296489
0.69,-0.51,-13.5853531648664
0.7,-0.51,-13.6247303697872
0.71,-0.51,-13.664559033078
0.72,-0.51,-13.7048391271495
0.73,-0.51,-13.7455706081705
0.74,-0.51,-13.7867534160834
0.75,-0.51,-13.8283874746216
0.76,-0.51,-13.870472691329
0.77,-0.51,-13.9130089575806
0.78,-0.51,-13.9559961486052
0.79,-0.51,-13.9994341235098
0.8,-0.51,-14.0433227253058
0.81,-0.51,-14.0876617809365
0.82,-0.51,-14.1324511013065
0.83,-0.51,-14.177690481313
0.84,-0.51,-14.2233796998787
0.85,-0.51,-14.2695185199858
0.86,-0.51,-14.3161066887122
0.87,-0.51,-14.3631439372695
0.88,-0.51,-14.410629981042
0.89,-0.51,-14.4585645196276
0.9,-0.51,-14.5069472368805
0.91,-0.51,-14.5557778009552
0.92,-0.51,-14.6050558643524
0.93,-0.51,-14.6547810639657
0.94,-0.51,-14.704953021131
0.95,-0.51,-14.7555713416768
0.96,-0.51,-14.8066356159756
0.97,-0.51,-14.8581454189977
0.98,-0.51,-14.9101003103663
0.99,-0.51,-14.9624998344135
1,-0.51,-15.0153435202382
-1,-0.5,-12.8790543536321
-0.99,-0.5,-12.8536397856218
-0.98,-0.5,-12.8284985979136
-0.97,-0.5,-12.8036323985643
-0.96,-0.5,-12.7790427969318
-0.95,-0.5,-12.7547314035532
-0.94,-0.5,-12.7306998300204
-0.93,-0.5,-12.7069496888553
-0.92,-0.5,-12.6834825933838
-0.91,-0.5,-12.6603001576079
-0.9,-0.5,-12.6374039960775
-0.89,-0.5,-12.6147957237601
-0.88,-0.5,-12.5924769559103
-0.87,-0.5,-12.5704493079375
-0.86,-0.5,-12.5487143952724
-0.85,-0.5,-12.5272738332331
-0.84,-0.5,-12.5061292368896
-0.83,-0.5,-12.4852822209269
-0.82,-0.5,-12.4647343995082
-0.81,-0.5,-12.4444873861356
-0.8,-0.5,-12.4245427935112
-0.79,-0.5,-12.4049022333964
-0.78,-0.5,-12.3855673164703
-0.77,-0.5,-12.3665396521874
-0.76,-0.5,-12.3478208486346
-0.75,-0.5,-12.3294125123865
-0.74,-0.5,-12.3113162483609
-0.73,-0.5,-12.2935336596728
-0.72,-0.5,-12.2760663474877
-0.71,-0.5,-12.258915910874
-0.7,-0.5,-12.2420839466555
-0.69,-0.5,-12.2255720492617
-0.68,-0.5,-12.2093818105786
-0.67,-0.5,-12.1935148197988
-0.66,-0.5,-12.17797266327
-0.65,-0.5,-12.1627569243437
-0.64,-0.5,-12.1478691832235
-0.63,-0.5,-12.133311016812
-0.62,-0.5,-12.1190839985579
-0.61,-0.5,-12.1051896983024
-0.6,-0.5,-12.091629682125
-0.59,-0.5,-12.0784055121889
-0.58,-0.5,-12.0655187465865
-0.57,-0.5,-12.0529709391837
-0.56,-0.5,-12.0407636394644
-0.55,-0.5,-12.0288983923746
-0.54,-0.5,-12.0173767381665
-0.53,-0.5,-12.0062002122415
-0.52,-0.5,-11.9953703449944
-0.51,-0.5,-11.9848886616557
-0.5,-0.5,-11.9747566821354
-0.49,-0.5,-11.9649759208657
-0.48,-0.5,-11.9555478866439
-0.47,-0.5,-11.9464740824754
-0.46,-0.5,-11.9377560054163
-0.45,-0.5,-11.9293951464168
-0.44,-0.5,-11.9213929901637
-0.43,-0.5,-11.9137510149239
-0.42,-0.5,-11.9064706923872
-0.41,-0.5,-11.8995534875102
-0.4,-0.5,-11.8930008583593
-0.39,-0.5,-11.8868142559552
-0.38,-0.5,-11.8809951241165
-0.37,-0.5,-11.8755448993046
-0.36,-0.5,-11.870465010468
-0.35,-0.5,-11.8657568788879
-0.34,-0.5,-11.8614219180235
-0.33,-0.5,-11.8574615333582
-0.32,-0.5,-11.8538771222461
-0.31,-0.5,-11.8506700737591
-0.3,-0.5,-11.8478417685341
-0.29,-0.5,-11.8453935786219
-0.28,-0.5,-11.8433268673354
-0.27,-0.5,-11.8416429890993
-0.26,-0.5,-11.8403432893005
-0.25,-0.5,-11.8394291041384
-0.24,-0.5,-11.8389017604772
-0.23,-0.5,-11.8387625756979
-0.22,-0.5,-11.8390128575517
-0.21,-0.5,-11.8396539040142
-0.2,-0.5,-11.8406870031403
-0.19,-0.5,-11.8421134329203
-0.18,-0.5,-11.8439344611364
-0.17,-0.5,-11.8461513452212
-0.16,-0.5,-11.8487653321161
-0.15,-0.5,-11.8517776581312
-0.14,-0.5,-11.8551895488069
-0.13,-0.5,-11.8590022187754
-0.12,-0.5,-11.8632168716243
-0.11,-0.5,-11.867834699761
-0.1,-0.5,-11.8728568842782
-0.09,-0.5,-11.8782845948212
-0.08,-0.5,-11.8841189894554
-0.07,-0.5,-11.8903612145361
-0.0599999999999999,-0.5,-11.8970124045793
-0.0499999999999999,-0.5,-11.9040736821334
-0.04,-0.5,-11.911546157653
-0.03,-0.5,-11.9194309293735
-0.02,-0.5,-11.9277290831873
-0.01,-0.5,-11.9364416925217
0,-0.5,-11.9455698182176
0.01,-0.5,-11.9551145084109
0.02,-0.5,-11.9650767984136
0.03,-0.5,-11.9754577105985
0.04,-0.5,-11.9862582542836
0.05,-0.5,-11.9974794256195
0.0600000000000001,-0.5,-12.0091222074777
0.0700000000000001,-0.5,-12.0211875693402
0.0800000000000001,-0.5,-12.0336764671919
0.0900000000000001,-0.5,-12.0465898434133
0.1,-0.5,-12.059928626676
0.11,-0.5,-12.0736937318392
0.12,-0.5,-12.0878860598481
0.13,-0.5,-12.1025064976344
0.14,-0.5,-12.1175559180178
0.15,-0.5,-12.1330351796099
0.16,-0.5,-12.1489451267201
0.17,-0.5,-12.1652865892621
0.18,-0.5,-12.1820603826636
0.19,-0.5,-12.199267307777
0.2,-0.5,-12.2169081507925
0.21,-0.5,-12.2349836831521
0.22,-0.5,-12.2534946614668
0.23,-0.5,-12.2724418274343
0.24,-0.5,-12.29182590776
0.25,-0.5,-12.3116476140786
0.26,-0.5,-12.3319076428784
0.27,-0.5,-12.3526066754272
0.28,-0.5,-12.3737453777003
0.29,-0.5,-12.3953244003104
0.3,-0.5,-12.4173443784393
0.31,-0.5,-12.4398059317718
0.32,-0.5,-12.462709664431
0.33,-0.5,-12.4860561649167
0.34,-0.5,-12.5098460060442
0.35,-0.5,-12.5340797448866
0.36,-0.5,-12.558757922718
0.37,-0.5,-12.5838810649591
0.38,-0.5,-12.609449681125
0.39,-0.5,-12.6354642647744
0.4,-0.5,-12.6619252934614
0.41,-0.5,-12.688833228689
0.42,-0.5,-12.7161885158643
0.43,-0.5,-12.7439915842564
0.44,-0.5,-12.7722428469557
0.45,-0.5,-12.8009427008355
0.46,-0.5,-12.8300915265152
0.47,-0.5,-12.8596896883262
0.48,-0.5,-12.8897375342791
0.49,-0.5,-12.9202353960333
0.5,-0.5,-12.9511835888681
0.51,-0.5,-12.9825824116567
0.52,-0.5,-13.0144321468412
0.53,-0.5,-13.0467330604099
0.54,-0.5,-13.079485401877
0.55,-0.5,-13.1126894042639
0.56,-0.5,-13.1463452840822
0.57,-0.5,-13.1804532413191
0.58,-0.5,-13.2150134594247
0.59,-0.5,-13.2500261053011
0.6,-0.5,-13.2854913292936
0.61,-0.5,-13.3214092651835
0.62,-0.5,-13.3577800301831
0.63,-0.5,-13.3946037249331
0.64,-0.5,-13.4318804335007
0.65,-0.5,-13.4696102233808
0.66,-0.5,-13.5077931454985
0.67,-0.5,-13.5464292342135
0.68,-0.5,-13.5855185073267
0.69,-0.5,-13.6250609660886
0.7,-0.5,-13.6650565952091
0.71,-0.5,-13.7055053628698
0.72,-0.5,-13.7464072207377
0.73,-0.5,-13.7877621039812
0.74,-0.5,-13.8295699312874
0.75,-0.5,-13.8718306048817
0.76,-0.5,-13.9145440105487
0.77,-0.5,-13.9577100176556
0.78,-0.5,-14.0013284791767
0.79,-0.5,-14.0453992317204
0.8,-0.5,-14.0899220955569
0.81,-0.5,-14.134896874649
0.82,-0.5,-14.1803233566839
0.83,-0.5,-14.2262013131064
0.84,-0.5,-14.2725304991548
0.85,-0.5,-14.3193106538978
0.86,-0.5,-14.3665415002733
0.87,-0.5,-14.4142227451289
0.88,-0.5,-14.4623540792644
0.89,-0.5,-14.5109351774755
0.9,-0.5,-14.5599656985992
0.91,-0.5,-14.6094452855613
0.92,-0.5,-14.6593735654253
0.93,-0.5,-14.709750149443
0.94,-0.5,-14.760574633106
0.95,-0.5,-14.8118465962006
0.96,-0.5,-14.863565602862
0.97,-0.5,-14.9157312016321
0.98,-0.5,-14.9683429255176
0.99,-0.5,-15.0214002920503
1,-0.5,-15.0749028033488
-1,-0.49,-12.8467710867995
-0.99,-0.49,-12.8216025418596
-0.98,-0.49,-12.7967092836873
-0.97,-0.49,-12.7720929303983
-0.96,-0.49,-12.747755101383
-0.95,-0.49,-12.7236974171825
-0.94,-0.49,-12.6999214993634
-0.93,-0.49,-12.6764289703906
-0.92,-0.49,-12.6532214534998
-0.91,-0.49,-12.6303005725683
-0.9,-0.49,-12.6076679519846
-0.89,-0.49,-12.5853252165168
-0.88,-0.49,-12.5632739911799
-0.87,-0.49,-12.5415159011022
-0.86,-0.49,-12.5200525713897
-0.85,-0.49,-12.4988856269905
-0.84,-0.49,-12.4780166925574
-0.83,-0.49,-12.4574473923093
-0.82,-0.49,-12.4371793498924
-0.81,-0.49,-12.4172141882393
-0.8,-0.49,-12.3975535294278
-0.79,-0.49,-12.3781989945385
-0.78,-0.49,-12.3591522035111
-0.77,-0.49,-12.3404147750008
-0.76,-0.49,-12.3219883262322
-0.75,-0.49,-12.3038744728536
-0.74,-0.49,-12.2860748287903
-0.73,-0.49,-12.268591006096
-0.72,-0.49,-12.2514246148046
-0.71,-0.49,-12.2345772627808
-0.7,-0.49,-12.2180505555696
